AreaCode,RegionName,Quarter,AveragePrice,12m%Change,DetachedPrice,Detached12m%Change,SemiDetachedPrice,SemiDetached12m%Change,TerracedPrice,Terraced12m%Change,FlatPrice,Flat12m%Change,Average_Income,Rate,CPI_Index,SalesVolume,Long_Term_Issued,Short_Term_Issued,Crime_Property,Crime_Violent,Crime_PublicOrder,Grant of Asylum
E09000006,Bromley,2020Q4,453592.3333,1.766666667,936219,2.966666667,559661,2.866666667,413513,2.866666667,287224.6667,-0.333333333,42751.61,0.1,109.0666667,1475,154866.99,66060,3060,1213,1339,2266.02
E09000006,Bromley,2021Q1,463566.6667,5.3,942496.6667,4.866666667,568283.3333,5.533333333,423518.6667,6.4,296668,4.6,42181.84,0.1,109.1666667,1867,132414,37779.99,2667,979,1276,3291
E09000006,Bromley,2021Q2,472551,8.533333333,953042,6.466666667,576031.6667,8.066666667,432414.3333,9.633333333,304562.3333,9.033333333,41618.31,0.1,110.7333333,2207,155789.01,49665,2805,1306,1397,3336
E09000006,Bromley,2021Q3,479088,8.633333333,983653.6667,8.966666667,585899,8.1,436778.6667,9.066666667,305890.3333,8.533333333,41787.15,0.1,111.9333333,1135,397026.99,105240.99,2904,1326,1445,3003.99
E09000006,Bromley,2021Q4,484337.6667,6.8,1011486.333,8.033333333,597738.6667,6.8,440945.6667,6.666666667,304258,5.966666667,42328.36,0.15,114.4,1009,212738.01,209291.01,3496,1321,1451,3322.02
E09000006,Bromley,2022Q1,492242.3333,6.166666667,1027518,9.033333333,609626.6667,7.266666667,449472.6667,6.133333333,307667.3333,3.7,42867.60333,0.5,115.9333333,1101,231531.99,244452,3093,1336,1352,3880.98
E09000006,Bromley,2022Q2,503914,6.666666667,1049445.667,10.1,623929.3333,8.333333333,462537.3333,6.966666667,314019.3333,3.1,43400.94,1,120.8666667,1168,320414.01,366537,2944,1434,1426,3633
E09000006,Bromley,2022Q3,520405.6667,8.633333333,1081035.333,9.9,646524.3333,10.33333333,480762,10.06666667,321705,5.166666667,44177.46,1.75,123.1333333,1413,580814.01,433932.99,2915,1429,1399,4697.01
E09000006,Bromley,2022Q4,528943.3333,9.2,1102526,9.033333333,657841,10.06666667,489312.3333,10.96666667,325514.6667,6.966666667,45072.27667,2.916666667,126.7,1333,294774.99,351239.01,3127,1251,1223,5063.01
E09000006,Bromley,2023Q1,518113,5.3,1082585.333,5.366666667,645695.6667,5.933333333,477193.3333,6.166666667,318895.3333,3.666666667,45963.84,3.916666667,127.7333333,842,297594.99,399660.99,3104,1278,1350,4217.01
E09000006,Bromley,2023Q2,505913,0.433333333,1061237.667,1.166666667,630104.3333,1,463634,0.266666667,311982.3333,-0.633333333,46845.64333,4.583333333,131.0666667,703,295668,630632.01,3142,1488,1327,6334.02
E09000006,Bromley,2023Q3,505896.3333,-2.766666667,1058738.333,-2.066666667,630828.3333,-2.433333333,467028.3333,-2.866666667,310279.3333,-3.533333333,47203.5,5.166666667,131.4,972,573971.01,532428,3178,1537,1368,22484.01
E09000006,Bromley,2023Q4,500389,-5.4,1044179,-5.3,624539,-5.033333333,461613.6667,-5.633333333,307288,-5.6,47291.41,5.25,131.9666667,918,265236.99,392259.99,3551,1493,1138,28443
E09000006,Bromley,2024Q1,493670.3333,-4.7,1026071.333,-5.2,615439,-4.7,455782.3333,-4.433333333,303874.3333,-4.7,47379.32,5.25,132.2666667,832,229845.99,454544.01,3370,1354,1130,10417.02
E09000006,Bromley,2024Q2,488338.3333,-3.433333333,1010466,-4.8,606159,-3.833333333,450966.6667,-2.766666667,302338.3333,-3.1,47466.59,5.25,133.8333333,975,204254.01,728825.01,3393,1318,1136,5466
E09000006,Bromley,2024Q3,501645.6667,-0.833333333,1037701.333,-2,624567.3333,-1,466914.6667,-3.70E-17,307997.6667,-0.7,48119.2,5.083333333,134.1,1272,388326.99,555722.01,3543,1435,1244,8415.99
E09000006,Bromley,2024Q4,503797.6667,0.666666667,1049999.333,0.566666667,628855.3333,0.7,468075,1.4,307883,0.2,49055.71333,4.833333333,135.2333333,1190,145505.01,420449.01,3574,1349,1222,16455
E09000006,Bromley,2025Q1,510685.6667,3.466666667,1059357.667,3.266666667,638764.6667,3.766666667,476722.6667,4.6,311222,2.433333333,49988.81333,4.583333333,135.9666667,1472,151643.01,452067.99,3236,1356,1194,16068
E09000006,Bromley,2025Q2,527175.3333,7.966666667,1098983,8.8,666567.6667,9.966666667,492290.3333,9.133333333,317376.6667,5,50911.69667,4.333333333,138.5,614,185370,790707.99,3048,1464,1324,12370.02
E09000006,Bromley,2025Q3,527354,5.133333333,1096988.333,5.733333333,670629.6667,7.366666667,495426.3333,6.133333333,314621.3333,2.166666667,51225,4.083333333,139.2,942,376097.01,568923.99,3285,1403,1400,13254.99
E09000006,Bromley,2025Q4,533010,5.8,1099793,4.733333333,677322,7.7,503195,7.5,318341,3.4,51225,3.916666667,139.8,708,116405.01,429636,3027,1356,1343,13194
E06000060,Buckinghamshire,2015Q2,346393.3333,10.06666667,614380.3333,10.5,325277.6667,10.23333333,265144.6667,9.566666667,192865.6667,9.8,32288.97667,0.5,100.0666667,2315,124947,668316,4185,1247,611,3248.01
E06000060,Buckinghamshire,2015Q3,362129.3333,9.766666667,641552,10.06666667,340743.3333,9.966666667,278278.3333,9.533333333,200416,9.333333333,32396.33333,0.5,100.1666667,2758,240512.01,539514.99,3927,1432,731,3229.98
E06000060,Buckinghamshire,2015Q4,374692.3333,10.6,666293.3333,11.03333333,352473.3333,10.83333333,287302,10.6,206761.6667,9.6,32476.48,0.5,100.3,2627,95876.01,339126.99,3920,1515,671,3192.99
E06000060,Buckinghamshire,2016Q1,381541,11.83333333,677755.6667,11.93333333,360275,12.63333333,291784.6667,11.8,210618,10.63333333,32556.62333,0.5,99.83333333,2520,89624.01,356235.99,3995,1518,680,2772
E06000060,Buckinghamshire,2016Q2,393883.3333,13.7,694063.6667,12.96666667,371518,14.2,302884.3333,14.23333333,219084.3333,13.6,32636.19,0.5,100.4,1905,147306.99,652428.99,4047,1563,738,2474.01
E06000060,Buckinghamshire,2016Q3,407961,12.66666667,718488.6667,12,384916.3333,12.96666667,312895,12.43333333,227799.3333,13.66666667,32989.39,0.333333333,100.8666667,2661,245307,527103,4108,1596,701,2117.01
E06000060,Buckinghamshire,2016Q4,406716,8.533333333,721338,8.266666667,383134.3333,8.733333333,309980.6667,7.9,226849,9.733333333,33479.87,0.25,101.5,2322,94007.01,366960,4388,1442,718,2580.99
E06000060,Buckinghamshire,2017Q1,411374.6667,7.833333333,728625.6667,7.5,386810.6667,7.366666667,313544.3333,7.433333333,230402.3333,9.366666667,33968.57,0.25,102,1883,96450.99,417771.99,4363,1459,706,2469
E06000060,Buckinghamshire,2017Q2,417113.3333,5.9,735850.6667,6,392273.6667,5.6,317782.6667,4.933333333,234949.6667,7.233333333,34451.91333,0.25,103.1666667,2233,159168.99,725610,4751,1624,794,2187
E06000060,Buckinghamshire,2017Q3,424216.6667,3.966666667,744395.3333,3.6,400136.3333,3.966666667,324391,3.7,238943.3333,4.9,34702.74,0.25,103.7,2388,257796.99,563834.01,4624,1732,818,2041.98
E06000060,Buckinghamshire,2017Q4,423894.6667,4.233333333,746163.3333,3.466666667,400890.3333,4.633333333,323818,4.466666667,237214.3333,4.566666667,34833.07667,0.416666667,104.5666667,2139,98865.99,388368,4687,1785,864,1866
E06000060,Buckinghamshire,2018Q1,421990.3333,2.6,745501,2.333333333,398895.6667,3.133333333,321901,2.666666667,235445,2.166666667,34962.94667,0.5,104.7666667,1752,97074.99,416469,4315,1707,893,2325.99
E06000060,Buckinghamshire,2018Q2,415848.3333,-0.333333333,733721,-0.3,394978,0.7,319361.3333,0.533333333,229324,-2.4,35091.39333,0.5,105.6666667,2072,172416.99,764279.01,4591,2145,1248,2382
E06000060,Buckinghamshire,2018Q3,425457.6667,0.3,754072,1.3,403811,0.9,325776,0.433333333,233998,-2.066666667,35169.26,0.666666667,106.3,2204,284828.01,624605.01,4569,2188,1323,2611.98
E06000060,Buckinghamshire,2018Q4,421306.3333,-0.6,749146,0.4,400004.6667,-0.2,322500.3333,-0.4,230552.6667,-2.8,35220.74333,0.75,106.9333333,2174,108036,434286,4414,1967,1263,2776.98
E06000060,Buckinghamshire,2019Q1,418602,-0.8,745512.6667,0,397590.6667,-0.333333333,319106,-0.866666667,229506.6667,-2.5,35272.04,0.75,106.7,1628,112719,453599.01,4233,1838,1365,3853.98
E06000060,Buckinghamshire,2019Q2,416222.3333,0.1,737703.6667,0.533333333,396219.6667,0.3,318938.3333,-0.133333333,227997.6667,-0.533333333,35322.77667,0.75,107.8,1912,193596.99,792681.99,4350,1917,1452,3580.02
E06000060,Buckinghamshire,2019Q3,417184.6667,-1.933333333,738669,-2.033333333,397255,-1.6,320433.6667,-1.633333333,228185.6667,-2.466666667,35508.16667,0.75,108.2666667,2269,321639.99,689672.01,4453,2158,1616,3656.01
E06000060,Buckinghamshire,2019Q4,413107,-1.933333333,734388.6667,-1.966666667,393950.3333,-1.5,316771.6667,-1.733333333,224337.3333,-2.666666667,35760.87667,0.75,108.4333333,2300,130221.99,477507.99,4398,2099,1614,3990
E06000060,Buckinghamshire,2020Q1,412603.3333,-1.466666667,733689.6667,-1.566666667,394452,-0.8,317089,-0.633333333,222498.6667,-3.066666667,36013.58333,0.533333333,108.4666667,1720,108819,364535.01,3943,2169,1677,4024.02
E06000060,Buckinghamshire,2020Q2,413633.3333,-0.6,739695.6667,0.266666667,395388.3333,-0.2,317965.3333,-0.3,220696.3333,-3.2,36264.45667,0.1,108.5333333,972,9206.01,6153.99,2701,1878,1809,1573.02
E06000060,Buckinghamshire,2020Q3,414223.3333,-0.7,738682.6667,0,396972.3333,-0.066666667,319592.3333,-0.266666667,220360.6667,-3.433333333,36174.02333,0.1,108.9333333,1757,188156.01,63846.99,3436,2228,2190,1110
E06000060,Buckinghamshire,2020Q4,425179.6667,2.933333333,762773,3.9,407058.3333,3.3,328930.3333,3.866666667,223353.3333,-0.466666667,35911.07667,0.1,109.0666667,2624,154866.99,66060,3498,1946,2126,2266.02
E06000060,Buckinghamshire,2021Q1,426393.6667,3.333333333,755395,2.933333333,408311.3333,3.5,331939.6667,4.7,227679.6667,2.333333333,35649.08667,0.1,109.1666667,3423,132414,37779.99,2858,1821,2228,3291
E06000060,Buckinghamshire,2021Q2,426480.6667,3.1,750675,1.5,407997.6667,3.2,332882.6667,4.7,230194.3333,4.3,35389.96667,0.1,110.7333333,3854,155789.01,49665,3155,2340,2836,3336
E06000060,Buckinghamshire,2021Q3,431147.6667,4.1,765649.3333,3.666666667,412825,4,334927,4.833333333,229528.6667,4.166666667,35896.96,0.1,111.9333333,2355,397026.99,105240.99,3267,2321,2952,3003.99
E06000060,Buckinghamshire,2021Q4,441092.6667,3.733333333,792686.3333,3.933333333,422730.6667,3.866666667,340387.3333,3.466666667,230601.3333,3.266666667,36791.02333,0.15,114.4,2014,212738.01,209291.01,3416,2313,2595,3322.02
E06000060,Buckinghamshire,2022Q1,451242.3333,5.833333333,810191.3333,7.266666667,433903.3333,6.3,348716.6667,5.066666667,234751.6667,3.1,37681.83333,0.5,115.9333333,2009,231531.99,244452,3025,2106,2219,3880.98
E06000060,Buckinghamshire,2022Q2,455210.3333,6.733333333,814873.3333,8.533333333,438020,7.333333333,353546.6667,6.233333333,236417.6667,2.7,38562.89333,1,120.8666667,2104,320414.01,366537,3436,2334,2683,3633
E06000060,Buckinghamshire,2022Q3,476937.3333,10.63333333,852717,11.36666667,460038,11.43333333,372075.6667,11.1,245369.3333,6.933333333,38969.46,1.75,123.1333333,2501,580814.01,433932.99,3595,2348,2638,4697.01
E06000060,Buckinghamshire,2022Q4,480456,8.9,860427.6667,8.566666667,463352,9.633333333,374872.6667,10.13333333,246171.3333,6.733333333,39130.94333,2.916666667,126.7,2403,294774.99,351239.01,3512,2263,2484,5063.01
E06000060,Buckinghamshire,2023Q1,468079.3333,3.733333333,839556.3333,3.633333333,452223,4.233333333,363314,4.2,239848,2.2,39291.84,3.916666667,127.7333333,1474,297594.99,399660.99,3664,2315,2421,4217.01
E06000060,Buckinghamshire,2023Q2,462980.6667,1.7,833528,2.266666667,446781.3333,2.033333333,357519,1.133333333,237198.3333,0.333333333,39450.97667,4.583333333,131.0666667,1438,295668,630632.01,3514,2388,2452,6334.02
E06000060,Buckinghamshire,2023Q3,469764.6667,-1.5,844997.3333,-0.9,453950,-1.333333333,364886.3333,-1.933333333,238975.6667,-2.6,40141.16667,5.166666667,131.4,1671,573971.01,532428,3499,2336,2249,22484.01
E06000060,Buckinghamshire,2023Q4,472695.3333,-1.6,847867.6667,-1.466666667,457390.3333,-1.3,367193,-2.033333333,241175.6667,-2.066666667,41097.15333,5.25,131.9666667,1551,265236.99,392259.99,3440,2323,2211,28443
E06000060,Buckinghamshire,2024Q1,461578.6667,-1.366666667,825320.3333,-1.7,446692,-1.2,359234,-1.1,236241.3333,-1.533333333,42053.14667,5.25,132.2666667,1416,229845.99,454544.01,3499,2208,2113,10417.02
E06000060,Buckinghamshire,2024Q2,460137.6667,-0.6,819916.3333,-1.633333333,444412,-0.533333333,358894,0.4,237086.3333,-0.066666667,43002.17667,5.25,133.8333333,1672,204254.01,728825.01,3537,2390,2221,5466
E06000060,Buckinghamshire,2024Q3,476286,1.366666667,847906.6667,0.366666667,460885,1.533333333,373952.6667,2.5,243152.6667,1.733333333,43316.65,5.083333333,134.1,2078,388326.99,555722.01,3569,2307,2254,8415.99
E06000060,Buckinghamshire,2024Q4,479402.6667,1.433333333,857660,1.166666667,464084.3333,1.433333333,375266.3333,2.233333333,243337,0.9,43308.61667,4.833333333,135.2333333,2034,145505.01,420449.01,3614,2256,2138,16455
E06000060,Buckinghamshire,2025Q1,485048.6667,5.1,865386.3333,4.866666667,471109.3333,5.466666667,380947,6.066666667,245203.6667,3.8,43300.61,4.583333333,135.9666667,2502,151643.01,452067.99,3098,2181,2134,16068
E06000060,Buckinghamshire,2025Q2,476007,3.466666667,853303.3333,4.066666667,463867.3333,4.4,372909.3333,3.9,238000.6667,0.433333333,43292.69,4.333333333,138.5,1117,185370,790707.99,3162,2457,2315,12370.02
E06000060,Buckinghamshire,2025Q3,480309,0.866666667,859019.6667,1.333333333,470715.6667,2.133333333,377655,0.966666667,237902,-2.166666667,43290,4.083333333,139.2,1643,376097.01,568923.99,3385,2477,2283,13254.99
E06000060,Buckinghamshire,2025Q4,486161.3333,1.4,863179.3333,0.633333333,478374.3333,3.066666667,383671.6667,2.266666667,241451.3333,-0.766666667,43290,3.916666667,139.8,1437,116405.01,429636,3320,2146,2035,13194
W06000015,Cardiff,2015Q2,176160.3333,5.4,335402,5.866666667,201020,5.8,161867,5.2,117923.6667,5.233333333,26657.82667,0.5,100.0666667,1251,124947,668316,5236,1500,1364,3248.01
W06000015,Cardiff,2015Q3,179204,4.333333333,340874,4.666666667,204955,4.8,164975.3333,4.1,119328.3333,4.2,26819.33333,0.5,100.1666667,1628,240512.01,539514.99,4962,1493,1303,3229.98
W06000015,Cardiff,2015Q4,180936.6667,4.166666667,346809.3333,4.8,207332.3333,4.6,166188,3.966666667,120255.6667,3.6,27030.21667,0.5,100.3,1504,95876.01,339126.99,5155,1591,1272,3192.99
W06000015,Cardiff,2016Q1,186897.3333,7.3,357897,7.866666667,214875.3333,8.2,171488.6667,7.233333333,124081,6.233333333,27241.1,0.5,99.83333333,1563,89624.01,356235.99,5021,1599,1250,2772
W06000015,Cardiff,2016Q2,186666.6667,6,355401.6667,5.966666667,213746,6.333333333,171507.6667,5.933333333,124530,5.6,27450.45,0.5,100.4,1055,147306.99,652428.99,4946,1707,1558,2474.01
W06000015,Cardiff,2016Q3,189948.3333,6,360832,5.866666667,217143.6667,5.966666667,174668.3333,5.866666667,126894.3333,6.366666667,27586.01,0.333333333,100.8666667,1534,245307,527103,5074,1793,1468,2117.01
W06000015,Cardiff,2016Q4,188348.3333,4.1,361525.6667,4.233333333,215875.6667,4.133333333,171963,3.466666667,126429.3333,5.133333333,27683.70333,0.25,101.5,1447,94007.01,366960,5543,1741,1470,2580.99
W06000015,Cardiff,2017Q1,189654.3333,1.5,363993,1.7,216398,0.7,173206,1.033333333,127794,3.033333333,27781.04333,0.25,102,1168,96450.99,417771.99,5528,1792,1438,2469
W06000015,Cardiff,2017Q2,192921.3333,3.366666667,367344.3333,3.366666667,219744.3333,2.833333333,176220.6667,2.733333333,130674.3333,4.933333333,27877.31667,0.25,103.1666667,1367,159168.99,725610,5183,1919,1872,2187
W06000015,Cardiff,2017Q3,196121,3.233333333,371572.6667,3,223669,3,179408.6667,2.733333333,132694.6667,4.566666667,28159.68,0.25,103.7,1525,257796.99,563834.01,5482,2025,1977,2041.98
W06000015,Cardiff,2017Q4,198462.6667,5.366666667,378970,4.8,227407.3333,5.3,181307.6667,5.433333333,133397,5.5,28534.88667,0.416666667,104.5666667,1501,98865.99,388368,6074,2120,2030,1866
W06000015,Cardiff,2018Q1,200036.3333,5.466666667,382739.6667,5.133333333,229661,6.1,183014.6667,5.666666667,133740,4.633333333,28908.72667,0.5,104.7666667,1223,97074.99,416469,4950,1931,1934,2325.99
W06000015,Cardiff,2018Q2,200771.3333,4.066666667,384299,4.6,231143,5.2,184390.6667,4.633333333,133013.3333,1.8,29278.47667,0.5,105.6666667,1330,172416.99,764279.01,5114,2100,2352,2382
W06000015,Cardiff,2018Q3,205909.3333,5,394991.6667,6.3,237267,6.066666667,189080.6667,5.366666667,136164,2.6,29581.82,0.666666667,106.3,1602,284828.01,624605.01,5389,2244,2474,2611.98
W06000015,Cardiff,2018Q4,206483.3333,4.066666667,397794,4.966666667,238340,4.8,189481.3333,4.5,136128.6667,2.033333333,29849.03667,0.75,106.9333333,1576,108036,434286,5473,2165,2387,2776.98
W06000015,Cardiff,2019Q1,206782.3333,3.333333333,399677,4.466666667,239371.3333,4.266666667,189339.6667,3.433333333,136177.6667,1.8,30115.27333,0.75,106.7,1191,112719,453599.01,5342,2106,2421,3853.98
W06000015,Cardiff,2019Q2,206108.6667,2.7,396637,3.2,238744.6667,3.266666667,189645.3333,2.866666667,135023.6667,1.5,30378.60333,0.75,107.8,1338,193596.99,792681.99,5205,2179,2589,3580.02
W06000015,Cardiff,2019Q3,208798,1.433333333,400875,1.466666667,241549.6667,1.8,192689.3333,1.9,136546,0.266666667,30187.5,0.75,108.2666667,1564,321639.99,689672.01,4849,2111,2763,3656.01
W06000015,Cardiff,2019Q4,211401,2.4,407011.3333,2.333333333,245699,3.066666667,194772,2.8,137648,1.133333333,29765.98333,0.75,108.4333333,1499,130221.99,477507.99,4785,2093,2635,3990
W06000015,Cardiff,2020Q1,209636.6667,1.4,404852.6667,1.266666667,244164.6667,2,193457.3333,2.2,135577,-0.433333333,29344.46667,0.533333333,108.4666667,1040,108819,364535.01,4961,2040,2376,4024.02
W06000015,Cardiff,2020Q2,209510,1.633333333,407151.3333,2.666666667,244225,2.3,193764.6667,2.166666667,134454.3333,-0.4,28926.01667,0.1,108.5333333,542,9206.01,6153.99,3014,1575,2540,1573.02
W06000015,Cardiff,2020Q3,213413.6667,2.166666667,412329,2.866666667,249361.6667,3.233333333,198162.3333,2.833333333,136333,-0.133333333,28867.22333,0.1,108.9333333,810,188156.01,63846.99,3866,2025,2914,1110
W06000015,Cardiff,2020Q4,217255,2.766666667,421391.6667,3.5,253917.6667,3.333333333,202549.6667,4,137649.3333,0,28990.78667,0.1,109.0666667,1360,154866.99,66060,4111,1802,2614,2266.02
W06000015,Cardiff,2021Q1,222860,6.333333333,422634,4.4,258796.6667,6,208635,7.866666667,143183.3333,5.6,29113.9,0.1,109.1666667,1449,132414,37779.99,3193,1481,2559,3291
W06000015,Cardiff,2021Q2,229113,9.366666667,430842,5.833333333,264563.3333,8.333333333,214962,10.93333333,148328.6667,10.33333333,29235.66333,0.1,110.7333333,1668,155789.01,49665,3640,2004,2892,3336
W06000015,Cardiff,2021Q3,235249,10.23333333,445438.6667,8.033333333,272904.6667,9.433333333,220490,11.26666667,151067,10.83333333,29715.36333,0.1,111.9333333,1224,397026.99,105240.99,3944,2210,2868,3003.99
W06000015,Cardiff,2021Q4,237967.6667,9.566666667,456749,8.4,277969.3333,9.5,222498,9.833333333,150834.3333,9.566666667,30374.10667,0.15,114.4,1535,212738.01,209291.01,4422,2465,2740,3322.02
W06000015,Cardiff,2022Q1,243842.6667,9.433333333,467401.6667,10.6,285769,10.4,228461.3333,9.5,153596.3333,7.266666667,31030.45667,0.5,115.9333333,1174,231531.99,244452,4465,2113,2515,3880.98
W06000015,Cardiff,2022Q2,251199,9.666666667,480108,11.43333333,294230.6667,11.23333333,236115.6667,9.833333333,157664.3333,6.3,31679.62,1,120.8666667,1224,320414.01,366537,4543,2226,2557,3633
W06000015,Cardiff,2022Q3,258001.6667,9.633333333,490581.3333,10.13333333,302473.6667,10.83333333,243931,10.63333333,160316.6667,6.133333333,32286.22333,1.75,123.1333333,1463,580814.01,433932.99,4529,2333,2790,4697.01
W06000015,Cardiff,2022Q4,266807.3333,12.13333333,509189.6667,11.46666667,313161.3333,12.66666667,252180,13.36666667,165095,9.466666667,32866.61,2.916666667,126.7,1671,294774.99,351239.01,5023,2318,2457,5063.01
W06000015,Cardiff,2023Q1,264433.3333,8.466666667,507410.6667,8.566666667,310997.3333,8.833333333,249175,9.1,163444,6.4,33444.88667,3.916666667,127.7333333,1001,297594.99,399660.99,4612,2300,2498,4217.01
W06000015,Cardiff,2023Q2,260293.3333,3.6,501781.3333,4.533333333,306255.6667,4.1,244426.3333,3.5,161194.6667,2.233333333,34016.83333,4.583333333,131.0666667,897,295668,630632.01,4769,2430,2573,6334.02
W06000015,Cardiff,2023Q3,261987.3333,1.533333333,501219,2.166666667,308219,1.9,247723,1.566666667,161100.6667,0.466666667,34623.66667,5.166666667,131.4,1021,573971.01,532428,5441,2318,2852,22484.01
W06000015,Cardiff,2023Q4,261786.3333,-1.9,500510,-1.7,308162.6667,-1.6,247300,-1.933333333,161193.6667,-2.366666667,35243.79333,5.25,131.9666667,1052,265236.99,392259.99,5009,2388,2709,28443
W06000015,Cardiff,2024Q1,259217.6667,-1.966666667,495049,-2.466666667,304917.6667,-1.966666667,244708,-1.8,159925.3333,-2.166666667,35863.92333,5.25,132.2666667,823,229845.99,454544.01,4513,2220,2557,10417.02
W06000015,Cardiff,2024Q2,260257.3333,0,492669.6667,-1.833333333,304867,-0.466666667,246000.3333,0.633333333,161487.3333,0.166666667,36479.53667,5.25,133.8333333,1117,204254.01,728825.01,5005,2380,2803,5466
W06000015,Cardiff,2024Q3,264603.3333,1,500497.3333,-0.166666667,310446,0.733333333,251994.3333,1.7,162362.6667,0.8,36730.28333,5.083333333,134.1,1227,388326.99,555722.01,4792,2335,2532,8415.99
W06000015,Cardiff,2024Q4,265736.6667,1.533333333,506388.6667,1.166666667,312325.6667,1.366666667,252345.3333,2.033333333,162867,1.033333333,36795.33,4.833333333,135.2333333,1269,145505.01,420449.01,4336,2276,2291,16455
W06000015,Cardiff,2025Q1,266704.3333,2.9,509021,2.833333333,313616,2.866666667,253716.3333,3.7,163107.3333,1.966666667,36860.14,4.583333333,135.9666667,1025,151643.01,452067.99,4123,2226,3162,16068
W06000015,Cardiff,2025Q2,267486.6667,2.766666667,513838.3333,4.266666667,315879.6667,3.6,254675.3333,3.5,161967.3333,0.266666667,36924.24,4.333333333,138.5,953,185370,790707.99,4183,2311,2891,12370.02
W06000015,Cardiff,2025Q3,270166.6667,2.1,518097.6667,3.533333333,320328,3.166666667,258433.6667,2.533333333,161714.3333,-0.4,36946,4.083333333,139.2,949,376097.01,568923.99,4224,2202,2604,13254.99
W06000015,Cardiff,2025Q4,270743,1.866666667,517746,2.233333333,321441.3333,2.933333333,259531.6667,2.833333333,161548.3333,-0.833333333,36946,3.916666667,139.8,984,116405.01,429636,4294,2211,2714,13194
E06000056,Central Bedfordshire,2015Q2,231941.6667,10.5,396514,11.8,236871,10.5,192026,10.06666667,128928.6667,10,30713.35667,0.5,100.0666667,1517,124947,668316,2227,661,438,3248.01
E06000056,Central Bedfordshire,2015Q3,243817.6667,10.7,412743,10.8,249356.3333,10.96666667,202323.6667,10.46666667,134795.3333,10.06666667,31021,0.5,100.1666667,1689,240512.01,539514.99,2268,612,396,3229.98
E06000056,Central Bedfordshire,2015Q4,254872,12.76666667,437665.6667,14.23333333,260505.3333,12.96666667,211261.3333,12.63333333,140271,11.36666667,31395.18,0.5,100.3,1620,95876.01,339126.99,2476,598,371,3192.99
E06000056,Central Bedfordshire,2016Q1,263431,14.73333333,449671.3333,14.83333333,270073.6667,15.26666667,217552.3333,14.53333333,145165.3333,13.26666667,31769.36,0.5,99.83333333,1404,89624.01,356235.99,2380,588,422,2772
E06000056,Central Bedfordshire,2016Q2,271244.3333,16.93333333,461570.3333,16.4,277609.6667,17.2,224247.6667,16.76666667,150427.6667,16.63333333,32140.82,0.5,100.4,1344,147306.99,652428.99,2161,608,412,2474.01
E06000056,Central Bedfordshire,2016Q3,278787.6667,14.4,474229.6667,14.93333333,285121.6667,14.36666667,230696.3333,14.03333333,154588.6667,14.7,32139.15333,0.333333333,100.8666667,1544,245307,527103,2304,679,492,2117.01
E06000056,Central Bedfordshire,2016Q4,282835,11,484305,10.66666667,289322,11.1,232520,10.1,157201,12.06666667,31948.53667,0.25,101.5,1479,94007.01,366960,2632,595,432,2580.99
E06000056,Central Bedfordshire,2017Q1,286178,8.633333333,491053.3333,9.2,292239.6667,8.233333333,234545.6667,7.833333333,159897.6667,10.16666667,31758.61333,0.25,102,1114,96450.99,417771.99,2517,594,457,2469
E06000056,Central Bedfordshire,2017Q2,292832.3333,7.966666667,500323.6667,8.366666667,298975.6667,7.7,239712.3333,6.9,165077.6667,9.733333333,31570.77,0.25,103.1666667,1399,159168.99,725610,2716,713,520,2187
E06000056,Central Bedfordshire,2017Q3,299252,7.333333333,509455.6667,7.433333333,305740.3333,7.266666667,245611,6.433333333,168483,8.966666667,31633.84667,0.25,103.7,1491,257796.99,563834.01,2403,740,528,2041.98
E06000056,Central Bedfordshire,2017Q4,300757,6.333333333,514155.3333,6.133333333,307931.6667,6.433333333,246831.6667,6.166666667,167702.3333,6.7,31824.46333,0.416666667,104.5666667,1549,98865.99,388368,2776,712,581,1866
E06000056,Central Bedfordshire,2018Q1,303133.3333,5.933333333,519550,5.8,311017.3333,6.433333333,248318.6667,5.866666667,168390.3333,5.3,32014.38667,0.5,104.7666667,1173,97074.99,416469,2583,733,592,2325.99
E06000056,Central Bedfordshire,2018Q2,300810,2.766666667,515470.6667,3.033333333,309270.3333,3.466666667,247025.6667,3.066666667,165695,0.4,32202.23,0.5,105.6666667,1337,172416.99,764279.01,2745,871,728,2382
E06000056,Central Bedfordshire,2018Q3,303728.6667,1.466666667,520413,2.166666667,312566.3333,2.233333333,249702.3333,1.633333333,166593,-1.1,32700.85333,0.666666667,106.3,1379,284828.01,624605.01,3164,920,807,2611.98
E06000056,Central Bedfordshire,2018Q4,304183,1.166666667,521988,1.533333333,313264.3333,1.766666667,249684,1.166666667,166643.6667,-0.666666667,33354.32333,0.75,106.9333333,1407,108036,434286,3260,958,884,2776.98
E06000056,Central Bedfordshire,2019Q1,302585.3333,-0.2,521418,0.4,312096.6667,0.366666667,247494.6667,-0.333333333,165147.3333,-1.9,34005.42,0.75,106.7,1080,112719,453599.01,2732,861,960,3853.98
E06000056,Central Bedfordshire,2019Q2,292824.6667,-2.633333333,503561.6667,-2.3,302373.6667,-2.266666667,240538.3333,-2.633333333,158627.3333,-4.266666667,34649.38667,0.75,107.8,1291,193596.99,792681.99,2556,1000,1117,3580.02
